,event,rank,para_class,date,name,age,country,age_at_event
22044,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019,62,MEN,2019-09-29,Max KLEESATTEL,25,GER,21
22045,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",54,MEN,2019-07-06,Max KLEESATTEL,25,GER,21
22046,IFSC Climbing Worldcup (L) - Kranj (SLO) 2018,40,MEN,2018-09-30,Max KLEESATTEL,25,GER,20
22047,IFSC World Youth Championships - Guangzhou (CHN) - 2016,44,YOUTH A MALE,2016-11-13,Max PRINZ,24,GER,17
22048,European Youth Cup (L) - Imst (AUT) 2014,44,YOUTH B MALE,2014-06-01,Max PRINZ,24,GER,15
22049,"European Championship (L,S) - Edinburgh (GBR) 2019",31,MEN,2019-10-06,Max RUDIGIER,30,AUT,26
22050,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019,28,MEN,2019-09-29,Max RUDIGIER,30,AUT,26
22051,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019,18,MEN,2019-07-20,Max RUDIGIER,30,AUT,26
22052,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019",66,MEN,2019-07-13,Max RUDIGIER,30,AUT,26
22053,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",60,MEN,2019-07-06,Max RUDIGIER,30,AUT,26
22054,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2018",14,MEN,2018-10-28,Max RUDIGIER,30,AUT,25
22055,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",16,MEN,2018-10-21,Max RUDIGIER,30,AUT,25
22056,IFSC Climbing Worldcup (L) - Kranj (SLO) 2018,21,MEN,2018-09-30,Max RUDIGIER,30,AUT,25
22057,IFSC Climbing World Championships - Innsbruck (AUT) 2018,11,MEN,2018-09-16,Max RUDIGIER,30,AUT,25
22058,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",19,MEN,2018-07-28,Max RUDIGIER,30,AUT,25
22059,IFSC Climbing Worldcup (L) - Briançon (FRA) 2018,15,MEN,2018-07-21,Max RUDIGIER,30,AUT,25
22060,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",76,MEN,2018-07-13,Max RUDIGIER,30,AUT,25
22061,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",5,MEN,2018-07-07,Max RUDIGIER,30,AUT,25
22062,China Open - Guangzhou (CHN) 2017,8,MEN,2017-11-19,Max RUDIGIER,30,AUT,24
22063,IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,33,MEN,2017-11-12,Max RUDIGIER,30,AUT,24
22064,"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",18,MEN,2017-10-15,Max RUDIGIER,30,AUT,24
22065,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",18,MEN,2017-10-08,Max RUDIGIER,30,AUT,24
22066,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",7,MEN,2017-09-24,Max RUDIGIER,30,AUT,24
22067,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",3,MEN,2017-08-26,Max RUDIGIER,30,AUT,24
22068,IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,12,MEN,2017-07-29,Max RUDIGIER,30,AUT,24
22069,IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,27,MEN,2017-07-13,Max RUDIGIER,30,AUT,24
22070,"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",28,MEN,2017-07-08,Max RUDIGIER,30,AUT,24
22071,"European Championship (L,S) - Campitello di Fassa (ITA) 2017",17,MEN,2017-07-01,Max RUDIGIER,30,AUT,24
22072,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,12,MEN,2016-11-27,Max RUDIGIER,30,AUT,23
22073,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",17,MEN,2016-10-23,Max RUDIGIER,30,AUT,23
22074,World University Championships - Shanghai (CHN) 2016,5,MEN,2016-10-16,Max RUDIGIER,30,AUT,23
22075,IFSC Climbing World Championships - Paris (FRA) 2016,26,MEN,2016-09-18,Max RUDIGIER,30,AUT,23
22076,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",10,MEN,2016-08-27,Max RUDIGIER,30,AUT,23
22077,IFSC Climbing Worldcup (L) - Imst (AUT) 2016,16,MEN,2016-08-20,Max RUDIGIER,30,AUT,23
22078,IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,36,MEN,2016-07-23,Max RUDIGIER,30,AUT,23
22079,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",57,MEN,2016-07-16,Max RUDIGIER,30,AUT,23
22080,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",31,MEN,2016-07-12,Max RUDIGIER,30,AUT,23
22081,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,17,MEN,2015-11-15,Max RUDIGIER,30,AUT,22
22082,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",15,MEN,2015-10-18,Max RUDIGIER,30,AUT,22
22083,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015,8,MEN,2015-09-27,Max RUDIGIER,30,AUT,22
22084,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,15,MEN,2015-08-22,Max RUDIGIER,30,AUT,22
22085,IFSC Climbing Worldcup (L) - Imst (AUT) 2015,15,MEN,2015-08-01,Max RUDIGIER,30,AUT,22
22086,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,50,MEN,2015-07-18,Max RUDIGIER,30,AUT,22
22087,"European Championship (L,S) - Chamonix (FRA) 2015",27,MEN,2015-07-12,Max RUDIGIER,30,AUT,22
22088,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",40,MEN,2015-07-12,Max RUDIGIER,30,AUT,22
22089,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",34,MEN,2014-09-14,Max RUDIGIER,30,AUT,21
22090,IFSC Climbing Worldcup (L) - Imst (AUT) 2014,21,MEN,2014-08-02,Max RUDIGIER,30,AUT,21
22091,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,32,MEN,2014-07-20,Max RUDIGIER,30,AUT,21
22092,IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,51,MEN,2013-11-17,Max RUDIGIER,30,AUT,20
22093,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,31,MEN,2013-08-10,Max RUDIGIER,30,AUT,20
22094,IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,44,MEN,2012-11-18,Max RUDIGIER,30,AUT,19
22095,"European Youth Championship (L,S) - Gémozac (FRA) 2012",9,JUNIORS MALE,2012-11-04,Max RUDIGIER,30,AUT,19
22096,IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,21,MEN,2012-09-22,Max RUDIGIER,30,AUT,19
22097,IFSC Climbing World Championship - Paris (FRA) 2012,37,MEN,2012-09-16,Max RUDIGIER,30,AUT,19
22098,IFSC World Youth Championship - Singapore (SIN) - 2012,4,JUNIORS MALE,2012-09-01,Max RUDIGIER,30,AUT,19
22099,IFSC Climbing Worldcup (L) - Imst (AUT) 2012,27,MEN,2012-08-11,Max RUDIGIER,30,AUT,19
22100,IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,27,MEN,2012-07-21,Max RUDIGIER,30,AUT,19
22101,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",36,MEN,2012-07-13,Max RUDIGIER,30,AUT,19
22102,European Youth Cup (L)- Kranj (SLO) 2011,7,JUNIORS MALE,2011-11-27,Max RUDIGIER,30,AUT,18
22103,IFSC Climbing Worldcup (L) - Kranj (SLO) 2011,31,MEN,2011-11-20,Max RUDIGIER,30,AUT,18
22104,European Youth Cup (L) - Pau (FRA) 2011,1,JUNIORS MALE,2011-11-12,Max RUDIGIER,30,AUT,18
22105,IFSC Climbing Worldcup (L) - Valence (FRA) 2011,18,MEN,2011-10-29,Max RUDIGIER,30,AUT,18
22106,IFSC Climbing Worldcup (L) - Puurs (BEL) 2011,9,MEN,2011-10-01,Max RUDIGIER,30,AUT,18
22107,IFSC World Youth Championship - Imst (AUT) - 2011,5,JUNIORS MALE,2011-08-28,Max RUDIGIER,30,AUT,18
22108,European Youth Cup (L) - Imst (AUT) 2011,4,JUNIORS MALE,2011-08-14,Max RUDIGIER,30,AUT,18
22109,"European Youth Cup (L,S) - Veliko Tarnovo (BUL) 2011",1,JUNIORS MALE,2011-08-04,Max RUDIGIER,30,AUT,18
22110,IFSC Climbing World Championships - Arco (ITA) 2011,35,MEN,2011-07-24,Max RUDIGIER,30,AUT,18
22111,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",1,JUNIORS MALE,2011-05-22,Max RUDIGIER,30,AUT,18
22112,European Youth Series - Kranj (SLO) 2010,4,YOUTH A MALE,2010-11-21,Max RUDIGIER,30,AUT,17
22113,IFSC Climbing Worldcup (L) - Kranj (SLO) 2010,48,MEN,2010-11-14,Max RUDIGIER,30,AUT,17
22114,European Youth Series - Annecy (France) 2010,8,YOUTH A MALE,2010-10-24,Max RUDIGIER,30,AUT,17
22115,European Youth Series - Veliko Tarnovo (BUL) 2010,3,YOUTH A MALE,2010-10-03,Max RUDIGIER,30,AUT,17
22116,IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,11,MEN,2010-09-25,Max RUDIGIER,30,AUT,17
22117,European Championship - Imst/Innsbruck (AUT) 2010,14,MEN,2010-09-18,Max RUDIGIER,30,AUT,17
22118,IFSC World Youth Championship - Edinburgh (GBR) - 2010,9,YOUTH A MALE,2010-09-12,Max RUDIGIER,30,AUT,17
22119,European Youth Series - Wien (AUT) 2010,3,YOUTH A MALE,2010-08-15,Max RUDIGIER,30,AUT,17
22120,Rock Master - World Championship Pre-event - Arco (ITA),26,MEN,2010-07-18,Max RUDIGIER,30,AUT,17
22121,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",26,MEN,2010-07-13,Max RUDIGIER,30,AUT,17
22122,European Youth Series - Imst (AUT) 2010,3,YOUTH A MALE,2010-06-06,Max RUDIGIER,30,AUT,17
22123,IFSC European Youth Series - Kranj (SLO) 2009,3,YOUTH A MALE,2009-11-22,Max RUDIGIER,30,AUT,16
22124,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009,42,MEN,2009-11-15,Max RUDIGIER,30,AUT,16
22125,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,21,MEN,2009-11-07,Max RUDIGIER,30,AUT,16
22126,IFSC European Youth Series - Edinburgh (GBR),7,YOUTH A MALE,2009-09-20,Max RUDIGIER,30,AUT,16
22127,IFSC European Youth Series (L+S) - Munich (GER),12,YOUTH A MALE,2009-09-13,Max RUDIGIER,30,AUT,16
22128,IFSC World Youth Championships - Valence (FRA) 2009,2,YOUTH A MALE,2009-08-30,Max RUDIGIER,30,AUT,16
22129,IFSC Climbing Worldcup (L) - Imst (AUT) 2009,19,MEN,2009-08-22,Max RUDIGIER,30,AUT,16
22130,European Youth Series - Imst (AUT) 2009,4,YOUTH A MALE,2009-05-24,Max RUDIGIER,30,AUT,16
22131,IFSC European Youth Series (L) - Kranj (SLO) 2008,2,YOUTH B MALE,2008-11-23,Max RUDIGIER,30,AUT,15
22132,IFSC European Youth Series (L) - Annecy (FRA) 2008,11,YOUTH B MALE,2008-11-02,Max RUDIGIER,30,AUT,15
22133,IFSC European Youth Series (L) - Imst (AUT) 2008,2,YOUTH B MALE,2008-09-28,Max RUDIGIER,30,AUT,15
22134,IFSC Climbing World Youth Championship - Sydney (AUS) 2008,2,YOUTH B MALE,2008-08-31,Max RUDIGIER,30,AUT,15
22135,IFSC European Youth Series (L+S) - Wuppertal (GER) 2008,2,YOUTH B MALE,2008-06-22,Max RUDIGIER,30,AUT,15
22136,IFSC European Youth Series (L) - Prague (CZE) 2008,2,YOUTH B MALE,2008-05-18,Max RUDIGIER,30,AUT,15
22137,European Youth Series - Kranj (SLO) 2007,10,YOUTH B MALE,2007-11-25,Max RUDIGIER,30,AUT,14
22138,European Youth Series - Linz (AUT) 2007,2,YOUTH B MALE,2007-10-28,Max RUDIGIER,30,AUT,14
22139,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,3,YOUTH B MALE,2007-08-26,Max RUDIGIER,30,AUT,14
22140,European Youth Series - Warsaw (POL) 2007,7,YOUTH B MALE,2007-07-22,Max RUDIGIER,30,AUT,14
22141,European Youth Series - Leipzig (GER) 2007,4,YOUTH B MALE,2007-07-08,Max RUDIGIER,30,AUT,14
22142,European Youth Series - Veliko Tarnovo (BUL) 2007,2,YOUTH B MALE,2007-07-01,Max RUDIGIER,30,AUT,14
22143,European Youth Series - Imst (AUT) 2007,2,YOUTH B MALE,2007-05-20,Max RUDIGIER,30,AUT,14
22144,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",38,YOUTH A MALE,2022-09-01,Max THOMAS,18,AUS,17
22145,UIAA World Championship - Birmingham (GBR) 1999,64,MEN,1999-12-03,Maxi KLAUS,51,GER,27
22146,UIAA Worldcup - Leipzig (GER) 1999,41,MEN,1999-05-28,Maxi KLAUS,51,GER,27
22147,UIAA Worldcup - Wiener Neustadt (AUT) 1999,32,MEN,1999-04-16,Maxi KLAUS,51,GER,27
22148,UIAA Worldcup - Kranj (SLO) 1998,43,MEN,1998-11-14,Maxi KLAUS,51,GER,26
22149,UIAA Worldcup - Courmayeur (ITA) 1998,52,MEN,1998-09-04,Maxi KLAUS,51,GER,26
22150,"PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017",17,JUNIORS MALE,2017-11-05,Maxim BOISVERT,24,CAN,18
22151,IFSC World Championships Bern 2023,93,MEN,2023-08-12,Maxim PARE,20,AUS,20
22152,IFSC World Cup Innsbruck 2023,98,MEN,2023-06-18,Maxim PARE,20,AUS,20
22153,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",34,JUNIORS MALE,2022-09-01,Maxim PARE,20,AUS,19
22154,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",19,MEN,2022-06-17,Maxim PARE,20,AUS,19
22155,IFSC Youth World Championships - Arco (ITA) 2019,52,YOUTH A MALE,2019-08-31,Maxim PARE,20,AUS,16
22156,IFSC Youth World Championships - Moscow (RUS) 2018,55,YOUTH B MALE,2018-08-16,Maxim PARE,20,AUS,15
22157,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",11,JUNIORS MALE,2021-07-31,Maximilian LENZ,20,AUT,18
22158,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),15,JUNIORS MALE,2021-06-20,Maximilian LENZ,20,AUT,18
22159,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",3,JUNIORS MALE,2021-06-13,Maximilian LENZ,20,AUT,18
22160,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,16,YOUTH A MALE,2020-09-18,Maximilian LENZ,20,AUT,17
22161,"European Youth Cup (S,L) - Imst (AUT) 2019",24,YOUTH A MALE,2019-08-04,Maximilian LENZ,20,AUT,16
22162,European Youth Cup (L) - Bruneck (ITA) 2018,22,YOUTH B MALE,2018-06-17,Maximilian LENZ,20,AUT,15
22163,"European Youth Championship (L, S) - Imst 2018",30,YOUTH B MALE,2018-05-27,Maximilian LENZ,20,AUT,15
22164,IFSC Youth World Championships - Innsbruck (AUT) - 2017,59,YOUTH B MALE,2017-09-10,Maximilian LENZ,20,AUT,14
22165,European Youth Cup (L) - Mitterdorf (AUT) 2017,22,YOUTH B MALE,2017-08-13,Maximilian LENZ,20,AUT,14
22166,IFSC Youth World Championships Seoul 2023,58,JUNIORS MALE,2023-08-27,Maximiliano MIRANDA,19,CHI,19
22167,IFSC World Cup Koper 2023,43,MEN,2023-09-09,Maximillian MILNE,22,GBR,22
22168,IFSC World Championships Bern 2023,45,MEN,2023-08-12,Maximillian MILNE,22,GBR,22
22169,IFSC World Cup Villars 2023,60,MEN,2023-07-02,Maximillian MILNE,22,GBR,22
22170,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",33,MEN,2022-09-11,Maximillian MILNE,22,GBR,21
22171,"IFSC Europe - Continental Championships (B,S,L) - Munich (GER) 2022",27,MEN,2022-08-18,Maximillian MILNE,22,GBR,21
22172,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",31,MEN,2022-07-10,Maximillian MILNE,22,GBR,21
22173,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",32,MEN,2022-07-02,Maximillian MILNE,22,GBR,21
22174,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",35,MEN,2022-06-26,Maximillian MILNE,22,GBR,21
22175,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",2,MEN,2021-10-24,Maximillian MILNE,22,GBR,20
22176,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",38,MEN,2021-09-21,Maximillian MILNE,22,GBR,20
22177,"European Youth Cup (S,L) - Imst (AUT) 2019",20,JUNIORS MALE,2019-08-04,Maximillian MILNE,22,GBR,18
22178,IFSC Youth World Championships - Moscow (RUS) 2018,15,JUNIORS MALE,2018-08-16,Maximillian MILNE,22,GBR,17
22179,European Youth Cup (L) - Munich (GER) 2018,16,JUNIORS MALE,2018-07-08,Maximillian MILNE,22,GBR,17
22180,"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",39,MEN,2017-09-24,Maximillian MILNE,22,GBR,16
22181,IFSC Youth World Championships - Innsbruck (AUT) - 2017,65,YOUTH A MALE,2017-09-10,Maximillian MILNE,22,GBR,16
22182,European Youth Cup (L) - Uster (SUI) 2017,28,YOUTH A MALE,2017-06-25,Maximillian MILNE,22,GBR,16
22183,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2023",48,YOUTH B FEMALE,2023-07-02,Maya DENDONCKER,14,BEL,14
22184,IFSC Europe - Continental Youth Cup (L) - St. Pierre en Faucigny (FRA) 2023,41,YOUTH B FEMALE,2023-06-25,Maya DENDONCKER,14,BEL,14
22185,IFSC Europe - Continental Youth Cup (L) - Niederwangen (SUI) 2023,32,YOUTH B FEMALE,2023-06-18,Maya DENDONCKER,14,BEL,14
22186,IFSC World Championships Bern 2023,47,WOMEN,2023-08-12,Maya DREAMER,21,ISR,21
22187,IFSC World Cup Innsbruck 2023,46,WOMEN,2023-06-18,Maya DREAMER,21,ISR,21
22188,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",47,WOMEN,2022-07-10,Maya DREAMER,21,ISR,20
22189,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",66,WOMEN,2022-07-02,Maya DREAMER,21,ISR,20
22190,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",75,WOMEN,2022-06-26,Maya DREAMER,21,ISR,20
22191,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",53,WOMEN,2021-09-21,Maya DREAMER,21,ISR,19
22192,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",40,WOMEN,2021-06-26,Maya DREAMER,21,ISR,19
22193,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",16,YOUTH B FEMALE,2021-08-31,Maya IOO,17,ROU,15
22194,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),18,YOUTH B FEMALE,2021-06-20,Maya IOO,17,ROU,15
22195,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",30,YOUTH B FEMALE,2021-06-13,Maya IOO,17,ROU,15
22196,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",17,YOUTH B FEMALE,2021-05-05,Maya IOO,17,ROU,15
22197,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,14,YOUTH B FEMALE,2020-09-18,Maya IOO,17,ROU,14
22198,"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",18,WOMEN,2022-06-17,Maya MADERE,24,USA,23
22199,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,33,WOMEN,2021-07-18,Maya MADERE,24,USA,22
22200,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,60,WOMEN,2021-07-13,Maya MADERE,24,USA,22
22201,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",39,WOMEN,2021-07-03,Maya MADERE,24,USA,22
22202,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",27,WOMEN,2021-06-26,Maya MADERE,24,USA,22
22203,IFSC Youth World Championships - Moscow (RUS) 2018,30,JUNIORS FEMALE,2018-08-16,Maya MADERE,24,USA,19
22204,"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",58,WOMEN,2018-07-28,Maya MADERE,24,USA,19
22205,IFSC Climbing Worldcup (L) - Briançon (FRA) 2018,51,WOMEN,2018-07-21,Maya MADERE,24,USA,19
22206,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",25,YOUTH A FEMALE,2021-07-31,Maya SHEMEN,19,ISR,17
22207,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",23,YOUTH A FEMALE,2021-05-05,Maya SHEMEN,19,ISR,17
22208,"European Youth Championships (L,S) - Voronezh (RUS) 2019",33,YOUTH B FEMALE,2019-10-20,Maya SHEMEN,19,ISR,15
22209,"European Youth Cup (S,L) - Imst (AUT) 2019",53,YOUTH B FEMALE,2019-08-04,Maya SHEMEN,19,ISR,15
22210,European Youth Cup (L) - St. Pierre Faucigny (FRA) 2019,41,YOUTH B FEMALE,2019-06-30,Maya SHEMEN,19,ISR,15
22211,European Youth Cup (L) - Ostermundigen (SUI) 2019,44,YOUTH B FEMALE,2019-06-23,Maya SHEMEN,19,ISR,15
22212,IFSC Youth World Championships Seoul 2023,23,YOUTH A FEMALE,2023-08-27,Maya STASIUK,16,AUS,16
22213,IFSC World Cup Innsbruck 2023,72,WOMEN,2023-06-18,Maya STASIUK,16,AUS,16
22214,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",22,YOUTH B FEMALE,2022-09-01,Maya STASIUK,16,AUS,15
22215,World University Championships - Shanghai (CHN) 2016,8,WOMEN,2016-10-16,Mayu YAMASHITA,26,JPN,19
22216,"IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014",36,YOUTH A FEMALE,2014-09-23,Mayuri DESHMUKH,25,IND,16
22217,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,21,WOMEN,2008-06-28,Mayya PIRATINSKAYA,46,RUS,31
22218,UIAA Worldcup - Graz 1996,39,WOMEN,1996-12-15,Mayya PIRATINSKAYA,46,RUS,19
22219,UIAA Worldcup - Ekaterinburg 1996,24,WOMEN,1996-09-19,Mayya PIRATINSKAYA,46,RUS,19
22220,European Youth Cup - Dortmund (GER) 1996,6,JUNIORS FEMALE,1996-06-08,Mayya PIRATINSKAYA,46,RUS,19
22221,UIAA Worldcup - Moscow 1995,24,WOMEN,1995-10-22,Mayya PIRATINSKAYA,46,RUS,18
22222,UIAA Youth Worldchampionship - Laval 1995,14,JUNIORS FEMALE,1995-10-06,Mayya PIRATINSKAYA,46,RUS,18
22223,UIAA Worldcup - Birmingham 1994,23,WOMEN,1994-11-26,Mayya PIRATINSKAYA,46,RUS,17
22224,UIAA Youth Worldchampionship - Leipzig 1994,2,YOUTH A FEMALE,1994-10-22,Mayya PIRATINSKAYA,46,RUS,17
22225,UIAA Worldcup - Frankfurt 1993,46,WOMEN,1993-04-02,Mayya PIRATINSKAYA,46,RUS,16
22226,UIAA Youth Worldchampionship - Basel 1992,3,YOUTH B FEMALE,1992-02-27,Mayya PIRATINSKAYA,46,RUS,15
22227,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,33,MEN,2016-11-27,Maël BONZOM,28,FRA,21
22228,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",34,MEN,2016-08-27,Maël BONZOM,28,FRA,21
22229,IFSC Climbing Worldcup (L) - Imst (AUT) 2016,25,MEN,2016-08-20,Maël BONZOM,28,FRA,21
22230,IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,50,MEN,2016-07-23,Maël BONZOM,28,FRA,21
22231,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",17,MEN,2016-07-16,Maël BONZOM,28,FRA,21
22232,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",37,MEN,2016-07-12,Maël BONZOM,28,FRA,21
22233,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,23,MEN,2015-11-15,Maël BONZOM,28,FRA,20
22234,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015,19,MEN,2015-09-27,Maël BONZOM,28,FRA,20
22235,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,55,MEN,2015-07-18,Maël BONZOM,28,FRA,20
22236,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",27,MEN,2015-07-12,Maël BONZOM,28,FRA,20
22237,"IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014",5,JUNIORS MALE,2014-09-23,Maël BONZOM,28,FRA,19
22238,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,37,MEN,2014-07-20,Maël BONZOM,28,FRA,19
22239,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",38,MEN,2014-07-12,Maël BONZOM,28,FRA,19
22240,"European Youth Championship (L,S) - Edinburgh 2014",1,JUNIORS MALE,2014-06-15,Maël BONZOM,28,FRA,19
22241,European Youth Cup (L) - Imst (AUT) 2014,5,JUNIORS MALE,2014-06-01,Maël BONZOM,28,FRA,19
22242,European Youth Cup (L) - Stavanger (NOR) 2013,1,JUNIORS MALE,2013-09-08,Maël BONZOM,28,FRA,18
22243,IFSC World Youth Championship - Central Saanich (CAN) - 2013,5,JUNIORS MALE,2013-08-19,Maël BONZOM,28,FRA,18
22244,"European Youth Championship (L,S) - Imst (AUT) 2013",11,JUNIORS MALE,2013-07-28,Maël BONZOM,28,FRA,18
22245,"European Youth Cup (L, S) - Edinburgh (GBR) 2013",3,JUNIORS MALE,2013-06-09,Maël BONZOM,28,FRA,18
22246,"European Youth Championship (L,S) - Gémozac (FRA) 2012",4,YOUTH A MALE,2012-11-04,Maël BONZOM,28,FRA,17
22247,IFSC World Youth Championship - Singapore (SIN) - 2012,20,YOUTH A MALE,2012-09-01,Maël BONZOM,28,FRA,17
22248,European Youth Cup (L) - Imst (AUT) 2012,7,YOUTH A MALE,2012-08-05,Maël BONZOM,28,FRA,17
22249,IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,41,MEN,2012-07-21,Maël BONZOM,28,FRA,17
22250,European Youth Cup (L) - Linz (AUT) 2012,6,YOUTH A MALE,2012-07-01,Maël BONZOM,28,FRA,17
22251,European Youth Cup (L) - Voiron (FRA) 2012,9,YOUTH A MALE,2012-06-09,Maël BONZOM,28,FRA,17
22252,"European Youth Cup (L,S) - Edinburgh (GBR) 2012",2,YOUTH A MALE,2012-05-20,Maël BONZOM,28,FRA,17
22253,European Youth Cup (L)- Kranj (SLO) 2011,12,YOUTH A MALE,2011-11-27,Maël BONZOM,28,FRA,16
22254,European Youth Cup (L) - Pau (FRA) 2011,3,YOUTH A MALE,2011-11-12,Maël BONZOM,28,FRA,16
22255,IFSC World Youth Championship - Imst (AUT) - 2011,5,YOUTH A MALE,2011-08-28,Maël BONZOM,28,FRA,16
22256,European Youth Cup (L) - Imst (AUT) 2011,6,YOUTH A MALE,2011-08-14,Maël BONZOM,28,FRA,16
22257,European Youth Series - Kranj (SLO) 2010,5,YOUTH B MALE,2010-11-21,Maël BONZOM,28,FRA,15
22258,European Youth Series - Annecy (France) 2010,6,YOUTH B MALE,2010-10-24,Maël BONZOM,28,FRA,15
